,Unnamed: 0,Unnamed: 0.1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6613,6613,6666,2725069150,01/01/1970,710000.0,3,2.5,2830,9680,2.0,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691
6614,6614,6667,9202000080,01/01/1970,215000.0,3,1.0,960,9563,1.0,0,0,5,7,960,0,1967,0,98023,47.2864,-122.35700000000001,1280,9600
6615,6615,6668,225039049,01/01/1970,590000.0,2,1.0,1530,6450,1.0,0,0,4,7,1530,0,1920,0,98117,47.6833,-122.398,1530,5000
6616,6616,6669,2212500430,01/01/1970,323000.0,5,2.5,2500,13034,1.0,0,0,3,7,1300,1200,1962,0,98092,47.3343,-122.194,2440,13300
6617,6617,6670,2473100010,01/01/1970,279000.0,4,2.0,1560,7569,1.5,0,0,4,7,1560,0,1966,0,98058,47.4496,-122.155,1480,8755
6618,6618,6671,2795000080,01/01/1970,535100.0,3,2.25,2070,7207,1.0,0,0,3,8,1720,350,1973,0,98177,47.7735,-122.37100000000001,2350,7980
6619,6619,6672,9541800010,01/01/1970,830000.0,5,2.25,2710,19800,1.0,0,0,5,9,1910,800,1959,0,98005,47.5958,-122.175,2120,16400
6620,6620,6673,2619920010,01/01/1970,815000.0,4,2.5,3150,4203,2.0,0,0,3,9,3150,0,2002,0,98033,47.688,-122.164,3150,5169
6621,6621,6674,4046400010,01/01/1970,535900.0,3,2.25,1880,10880,1.0,0,0,3,8,1480,400,1975,0,98008,47.5937,-122.116,2120,10240
6622,6622,6675,7642200095,01/01/1970,230000.0,3,1.0,1250,8800,1.0,0,0,3,7,1250,0,1955,0,98146,47.497,-122.35700000000001,1480,8200
6623,6623,6676,8899000430,01/01/1970,325500.0,4,1.75,2290,8142,1.0,0,0,4,7,1490,800,1969,0,98055,47.4564,-122.211,1840,8142
6624,6624,6677,8944750480,01/01/1970,359000.0,3,2.25,1990,4331,2.0,0,0,3,7,1990,0,1997,0,98056,47.4917,-122.167,1690,3688
6625,6625,6678,7852020660,01/01/1970,505000.0,3,2.5,2100,5824,2.0,0,2,3,8,2100,0,1999,0,98065,47.5334,-121.867,1890,4140
6626,6626,6679,7789000080,01/01/1970,253905.0,3,1.0,940,8400,1.0,0,0,5,7,940,0,1958,0,98056,47.5112,-122.167,950,8400
6627,6627,6680,6413100122,01/01/1970,369950.0,3,1.75,1640,4860,1.0,0,0,3,8,1200,440,1965,0,98125,47.7125,-122.32,1480,7200
6628,6628,6681,8856960280,01/01/1970,350000.0,3,2.25,1860,8378,2.0,0,0,3,7,1860,0,1995,0,98038,47.3875,-122.03200000000001,1870,8378
6629,6629,6682,1868901190,01/01/1970,650000.0,4,2.25,2100,2500,3.0,0,0,3,8,2100,0,2001,0,98115,47.6726,-122.29799999999999,1660,4000
6630,6630,6683,3123039136,01/01/1970,295000.0,3,1.75,1500,15246,1.0,0,0,3,6,1500,0,1925,0,98070,47.4367,-122.463,1500,16988
6631,6631,6684,3585300415,01/01/1970,620000.0,3,1.75,1680,28046,1.0,0,3,3,8,1180,500,1948,0,98177,47.7648,-122.37,2190,26308
6632,6632,6685,2624089007,01/01/1970,2000000.0,2,2.5,3900,920423,2.0,0,0,3,12,3900,0,2009,0,98065,47.5371,-121.756,2720,411962
6633,6633,6686,4338800170,01/01/1970,246000.0,3,1.0,1400,7410,1.0,0,0,3,6,1400,0,1944,0,98166,47.4798,-122.34299999999999,1070,7410
6634,6634,6687,4046501300,01/01/1970,430000.0,3,2.75,2600,12860,1.0,0,0,3,7,1350,1250,1965,0,98014,47.695,-121.91799999999999,2260,12954
6635,6635,6688,3331001995,01/01/1970,509990.0,3,2.0,1440,4859,2.0,0,0,2,6,1440,0,1921,0,98118,47.5503,-122.285,1360,4558
6636,6636,6689,802000130,01/01/1970,490000.0,4,1.75,1870,9500,1.0,0,0,4,7,1090,780,1962,0,98033,47.7012,-122.18700000000001,2010,10000
6637,6637,6690,2011400779,01/01/1970,385000.0,4,2.75,2960,10454,1.0,0,1,3,8,2360,600,1979,0,98198,47.4006,-122.322,1870,10500
6638,6638,6691,8651610660,01/01/1970,769000.0,4,2.5,2440,6733,2.0,0,0,3,9,2440,0,1999,0,98074,47.6374,-122.064,2570,6496
6639,6639,6692,1788900380,01/01/1970,185000.0,2,1.0,1122,9100,1.0,0,0,4,6,1122,0,1960,0,98023,47.328,-122.34100000000001,840,9344
6640,6640,6693,2121000250,01/01/1970,303500.0,3,1.5,1060,10464,1.0,0,0,4,7,1060,0,1973,0,98034,47.7313,-122.229,1420,10464
6641,6641,6694,2110900050,01/01/1970,468000.0,4,2.5,2150,8165,1.0,0,0,3,8,1430,720,1957,0,98177,47.773,-122.37100000000001,2360,7980
6642,6642,6695,5469503280,01/01/1970,449950.0,4,2.5,3100,10000,2.0,0,0,3,9,3100,0,1978,0,98042,47.3741,-122.15,1850,9438
6643,6643,6696,6300000364,01/01/1970,235000.0,2,1.5,880,1805,2.0,0,0,3,7,880,0,1999,0,98133,47.7064,-122.34200000000001,880,5060
6644,6644,6697,2616800050,01/01/1970,520000.0,4,2.5,2490,34947,2.0,0,0,3,9,2150,340,1985,0,98027,47.4823,-122.031,2490,39639
6645,6645,6698,1446400648,01/01/1970,203000.0,2,1.0,1080,9067,1.0,0,0,3,6,1080,0,1951,0,98168,47.4815,-122.331,1080,6647
6646,6646,6699,4038700380,01/01/1970,657000.0,5,2.5,2530,10190,1.0,0,0,4,7,1290,1240,1960,0,98008,47.61600000000001,-122.115,2040,8560
6647,6647,6700,9109000050,01/01/1970,275000.0,3,1.0,1200,7800,1.0,0,0,4,7,1200,0,1954,0,98126,47.5196,-122.37100000000001,1230,7070
6648,6648,6701,9465910380,01/01/1970,540000.0,4,2.25,2850,7453,2.0,0,0,3,9,2850,0,1991,0,98072,47.7439,-122.17399999999999,2700,8468
6649,6649,6702,1137400460,01/01/1970,455000.0,4,2.5,2950,4502,2.0,0,0,3,7,2950,0,2005,0,98059,47.5002,-122.15100000000001,2360,4502
6650,6650,6703,2545700020,01/01/1970,458500.0,2,1.75,1160,6828,1.0,0,0,3,7,860,300,1941,0,98115,47.6937,-122.29799999999999,1250,6828
6651,6651,6704,3260570290,01/01/1970,549900.0,4,3.5,3420,4751,2.0,0,0,3,10,3420,0,2003,0,98055,47.4734,-122.193,3490,5700
6652,6652,6705,5652600185,01/01/1970,750000.0,3,1.75,2240,10578,2.0,0,0,5,8,1550,690,1923,0,98115,47.6954,-122.292,1570,10578
6653,6653,6706,7347600507,01/01/1970,235000.0,4,1.75,1450,8891,1.5,0,0,3,7,1180,270,1962,0,98168,47.478,-122.27799999999999,1450,9013
6654,6654,6707,1545802850,01/01/1970,286000.0,4,2.5,1820,7930,2.0,0,0,5,7,1820,0,1989,0,98038,47.358999999999995,-122.05,1490,7930
6655,6655,6708,3126059027,01/01/1970,2650000.0,4,3.5,4700,13730,2.0,0,3,3,11,3500,1200,1958,1995,98033,47.6899,-122.21700000000001,3210,15306
6656,6656,6709,8087800430,01/01/1970,602000.0,4,1.75,2430,14000,1.0,0,0,4,7,1580,850,1963,0,98052,47.6554,-122.134,1910,8285
6657,6657,6710,9547200460,01/01/1970,640000.0,3,1.5,1960,4080,1.5,0,0,3,7,1960,0,1915,0,98115,47.6768,-122.31,1880,4080
6658,6658,6711,3826501060,01/01/1970,267000.0,3,1.75,1440,10920,1.0,0,0,4,8,1440,0,1977,0,98030,47.3812,-122.16799999999999,1720,8260
6659,6659,6712,5406500430,01/01/1970,712000.0,4,2.5,2730,4385,2.0,0,0,3,8,2730,0,2001,0,98075,47.5975,-122.038,2670,4644
6660,6660,6714,5417600130,01/01/1970,301000.0,2,1.0,910,9000,1.0,0,0,3,5,910,0,1923,0,98065,47.526,-121.81,1290,9000
6661,6661,6715,2138700345,01/01/1970,990000.0,4,2.5,2430,6325,2.0,0,0,4,8,2020,410,1919,0,98109,47.6413,-122.354,2340,4375
6662,6662,6716,5611500170,01/01/1970,739999.0,4,2.75,3350,6500,2.0,0,0,3,10,3350,0,1999,0,98075,47.5838,-122.027,2960,6970
6663,6663,6717,5700002125,01/01/1970,480000.0,4,1.75,2320,4322,1.0,0,0,3,7,1140,1180,1910,0,98144,47.5755,-122.289,1820,4322
6664,6664,6718,1473200170,01/01/1970,305000.0,3,2.5,1260,1622,3.0,0,0,3,8,1260,0,2009,0,98133,47.7325,-122.34299999999999,1340,1188
6665,6665,6719,2922702965,01/01/1970,703300.0,3,2.0,1980,3525,1.5,0,0,4,8,1590,390,1932,0,98117,47.6847,-122.368,1760,3760
6666,6666,6720,7895500290,01/01/1970,265000.0,4,1.5,1580,8468,2.0,0,0,4,7,1580,0,1971,0,98001,47.3336,-122.281,1580,8260
6667,6667,6721,7338200170,01/01/1970,600000.0,4,2.5,2710,35009,2.0,0,2,3,9,2710,0,1992,0,98045,47.4815,-121.714,2330,35040
6668,6668,6722,6929603769,01/01/1970,253000.0,3,1.0,1400,9750,1.0,0,0,3,7,1400,0,1968,1998,98198,47.3862,-122.304,1640,8050
6669,6669,6723,9429000170,01/01/1970,617950.0,4,2.5,2410,7950,2.0,0,0,3,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713
6670,6670,6724,2114700190,01/01/1970,385000.0,4,3.25,1790,2460,2.0,0,0,4,7,1100,690,2000,0,98106,47.534,-122.346,1260,4040
6671,6671,6725,323049148,01/01/1970,319000.0,3,2.0,1640,9234,1.0,0,0,5,7,1060,580,1967,0,98118,47.5162,-122.274,2230,10354
6672,6672,6726,4038700290,01/01/1970,696000.0,3,2.5,1670,8023,1.0,0,0,5,7,1170,500,1960,0,98008,47.615,-122.117,1960,8964
6673,6673,6727,9284802045,01/01/1970,345000.0,2,1.0,970,5750,1.0,0,0,4,6,970,0,1932,0,98126,47.5518,-122.37,1650,8625
6674,6674,6728,3188100007,01/01/1970,380000.0,3,2.5,1610,1778,3.0,0,0,3,7,1610,0,2002,0,98115,47.6902,-122.306,1120,2187
6675,6675,6729,1200019,01/01/1970,647500.0,4,1.75,2060,26036,1.0,0,0,4,8,1160,900,1947,0,98166,47.4444,-122.351,2590,21891
6676,6676,6730,2616800480,01/01/1970,725000.0,3,2.5,3570,35271,2.0,0,0,3,9,3570,0,1997,0,98027,47.4782,-122.035,3510,37194
6677,6677,6731,2310000380,01/01/1970,269950.0,3,1.75,1400,7735,1.0,0,0,4,7,1400,0,1989,0,98038,47.357,-122.04,1530,7754
6678,6678,6732,4054560170,01/01/1970,875000.0,4,2.5,3470,32109,2.0,0,0,3,10,3470,0,1995,0,98077,47.7311,-122.036,3800,35181
6679,6679,6733,7972601900,01/01/1970,299950.0,3,1.0,1210,9525,1.0,0,0,3,7,1210,0,1955,0,98106,47.5274,-122.345,1680,7620
6680,6680,6734,3391500050,01/01/1970,1880000.0,4,3.25,3930,10929,2.0,0,0,3,10,3930,0,2006,0,98004,47.6259,-122.194,1780,9999
6681,6681,6735,8132700190,01/01/1970,430000.0,2,1.0,990,4802,1.0,0,0,3,7,990,0,1947,0,98117,47.6876,-122.395,1180,5000
6682,6682,6736,3904990430,01/01/1970,495000.0,5,2.5,2200,4942,2.0,0,0,3,8,2200,0,1989,0,98029,47.5772,-122.001,2200,5924
6683,6683,6737,5469700052,01/01/1970,275000.0,3,1.5,1510,16200,1.0,0,0,3,7,1510,0,1970,0,98031,47.3926,-122.167,1650,13950
6684,6684,6738,4006000509,01/01/1970,333000.0,3,1.0,1620,5040,1.0,0,0,3,7,1120,500,1964,0,98118,47.5263,-122.286,1790,6178
6685,6685,6739,9269750460,01/01/1970,247000.0,3,2.25,1580,7941,2.0,0,0,4,7,1580,0,1986,0,98023,47.2843,-122.35700000000001,1730,8051
6686,6686,6740,2721059173,01/01/1970,204555.0,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.15299999999999,2400,21715
6687,6687,6741,3981200660,01/01/1970,432000.0,3,2.0,2190,13673,1.0,0,0,4,9,2190,0,1994,0,98042,47.3542,-122.098,2770,13804
6688,6688,6742,4012800050,01/01/1970,175000.0,3,1.75,1230,13056,1.0,0,0,4,7,1230,0,1962,0,98001,47.3171,-122.279,1690,15750
6689,6689,6743,3275750050,01/01/1970,556300.0,4,2.5,2030,7140,1.0,0,0,4,7,1400,630,1968,0,98008,47.6244,-122.109,1800,7565
6690,6690,6744,8572900275,01/01/1970,286000.0,2,1.0,780,3475,1.0,0,0,4,5,780,0,1930,0,98045,47.4944,-121.789,1210,6769
6691,6691,6745,993000950,01/01/1970,320000.0,2,1.5,1110,1200,3.0,0,0,3,8,1110,0,2000,0,98103,47.6931,-122.34200000000001,1110,1363
6692,6692,6746,426069099,01/01/1970,815000.0,3,2.5,2790,53143,2.0,0,0,4,9,2790,0,1991,0,98077,47.7687,-122.036,2740,47916
6693,6693,6747,3276180020,01/01/1970,385000.0,4,1.75,1660,10757,1.0,0,0,3,7,1000,0,1980,0,98056,47.5071,-122.194,1880,8319
6694,6694,6748,5700001640,01/01/1970,1040000.0,4,1.0,3410,5000,2.0,0,0,5,8,2190,1220,1910,0,98144,47.5807,-122.291,2550,5000
6695,6695,6749,9264940130,01/01/1970,350000.0,4,2.25,2390,13002,2.0,0,0,3,8,2390,0,1987,0,98023,47.3111,-122.35,2450,11200
6696,6696,6750,7300400670,01/01/1970,277000.0,4,2.5,1850,5880,2.0,0,0,3,8,1850,0,1998,0,98092,47.3322,-122.17299999999999,2370,6500
6697,6697,6751,4112100101,01/01/1970,415000.0,6,2.0,2500,5200,1.0,0,0,3,8,1250,1250,1966,0,98118,47.5517,-122.26799999999999,1800,5200
6698,6698,6752,6163901381,01/01/1970,295000.0,3,1.0,1000,8320,1.0,0,0,5,6,1000,0,1951,0,98155,47.7548,-122.316,1090,8450
6699,6699,6753,7603100020,01/01/1970,969000.0,4,2.0,2450,5000,2.0,0,4,5,8,2200,250,1919,0,98116,47.5619,-122.405,2360,6090
6700,6700,6754,4302200415,01/01/1970,339888.0,4,1.75,1440,6144,1.0,0,0,5,6,720,720,1947,0,98106,47.5257,-122.35700000000001,960,5160
6701,6701,6755,3876760430,01/01/1970,269950.0,3,2.25,1660,7003,2.0,0,0,3,7,1660,0,1996,0,98030,47.3599,-122.18799999999999,1840,6680
6702,6702,6756,3754501235,01/01/1970,1190000.0,3,2.5,2510,4600,2.0,0,2,3,10,2510,0,2006,0,98034,47.7051,-122.223,2560,7500
6703,6703,6757,8691330500,01/01/1970,780000.0,4,2.5,3090,12511,2.0,0,0,4,10,3090,0,1998,0,98075,47.5932,-121.98299999999999,3100,10882
6704,6704,6758,8651401680,01/01/1970,198000.0,3,1.0,860,5185,1.0,0,0,4,6,860,0,1968,0,98042,47.3634,-122.086,1120,5494
6705,6705,6759,8011100050,01/01/1970,350000.0,2,1.0,1220,28703,1.0,0,0,4,7,1220,0,1953,0,98056,47.4952,-122.17200000000001,2740,6720
6706,6706,6760,3768000280,01/01/1970,350000.0,3,1.0,1010,7680,1.0,0,0,4,7,1010,0,1967,0,98034,47.732,-122.23100000000001,1320,7373
6707,6707,6761,1321710460,01/01/1970,319000.0,4,2.25,2390,7350,2.0,0,0,3,8,2390,0,1990,0,98023,47.2938,-122.348,2390,7350
6708,6708,6762,8731981680,01/01/1970,311000.0,4,2.25,3340,8000,2.0,0,0,4,8,3340,0,1973,0,98023,47.317,-122.385,2230,8000
6709,6709,6763,7714000250,01/01/1970,394000.0,5,3.25,3620,4650,2.0,0,0,3,8,2790,0,2004,0,98038,47.3552,-122.02600000000001,2850,4650
6710,6710,6764,1336800010,01/01/1970,1340000.0,5,2.25,4200,5800,2.5,0,0,4,9,2910,1290,1906,0,98112,47.6284,-122.31200000000001,3060,5800
6711,6711,6765,5442300807,01/01/1970,2700000.0,5,2.75,3831,13800,2.0,1,4,3,9,3831,0,1959,1980,98040,47.5919,-122.251,3850,36563
6712,6712,6766,6190701112,01/01/1970,396000.0,3,1.0,1980,9540,1.0,0,0,3,7,1080,900,1949,0,98133,47.7551,-122.353,1680,9529
6713,6713,6767,2680700280,01/01/1970,809000.0,4,1.75,1790,8372,1.0,0,0,4,8,1340,450,1976,0,98033,47.6605,-122.189,2180,10500
6714,6714,6768,1025059181,01/01/1970,480000.0,3,2.0,1580,7400,1.0,0,0,3,7,1050,530,1977,0,98052,47.6715,-122.162,1560,7458
6715,6715,6769,3856900005,01/01/1970,535000.0,6,1.75,2460,6000,1.0,0,0,4,7,1230,1230,1913,0,98115,47.6721,-122.323,1560,4275
6716,6716,6770,4302700425,01/01/1970,425000.0,5,2.75,2110,5120,2.0,0,0,3,7,1870,240,1947,1983,98106,47.5294,-122.35700000000001,1580,5120
6717,6717,6771,6824100005,01/01/1970,408000.0,3,2.5,1470,1204,3.0,0,0,3,8,1470,0,2006,0,98117,47.6998,-122.366,1460,1245
6718,6718,6772,3625600190,01/01/1970,1260000.0,4,2.5,3510,13100,2.0,0,0,4,10,3510,0,1966,0,98040,47.5306,-122.227,3230,12745
6719,6719,6773,7588700177,01/01/1970,310000.0,1,0.75,520,2885,1.0,0,0,4,6,520,0,1947,0,98117,47.6886,-122.37799999999999,980,4241
6720,6720,6774,3303950080,01/01/1970,292000.0,3,2.5,1950,7421,2.0,0,0,3,8,1950,0,1996,0,98038,47.3842,-122.036,2200,4668
6721,6721,6775,985000950,01/01/1970,217000.0,2,1.0,770,9715,1.0,0,0,4,6,770,0,1942,0,98168,47.4924,-122.31200000000001,1140,9715
6722,6722,6776,8011100005,01/01/1970,398500.0,4,2.5,2250,6064,2.0,0,0,3,8,2250,0,2005,0,98056,47.4956,-122.17399999999999,1520,7840
6723,6723,6777,5316100980,01/01/1970,2250000.0,3,3.0,4040,7200,1.5,0,2,4,9,3340,700,1930,0,98112,47.6288,-122.28399999999999,3450,10800
6724,6724,6778,6819100345,01/01/1970,700000.0,4,1.75,2360,6000,1.0,0,0,3,7,1280,1080,1955,0,98109,47.6465,-122.35700000000001,1700,3460
6725,6725,6779,3276930420,01/01/1970,585000.0,4,2.5,2330,45860,2.0,0,0,3,9,2330,0,1989,0,98075,47.5842,-121.992,2930,5020
6726,6726,6780,6648900005,01/01/1970,399950.0,3,1.0,1720,8910,1.0,0,0,4,7,1720,0,1954,0,98155,47.7736,-122.296,1870,8640
6727,6727,6781,6083000050,01/01/1970,235000.0,3,1.75,1900,8540,1.0,0,0,3,6,950,950,1980,0,98168,47.4868,-122.303,1370,10204
6728,6728,6782,1180008315,01/01/1970,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,1040,0,1951,0,98178,47.492,-122.22399999999999,1430,6080
6729,6729,6784,8651510380,01/01/1970,539000.0,3,2.0,2070,9195,1.0,0,0,3,8,1220,850,1982,0,98074,47.6491,-122.061,2080,9551
6730,6730,6785,9826701794,01/01/1970,390000.0,3,3.0,1550,1608,2.0,0,0,3,8,1280,270,2001,0,98122,47.6042,-122.303,1940,1883
6731,6731,6786,2790400380,01/01/1970,560000.0,3,2.5,2020,11935,1.0,0,0,4,9,2020,0,1976,0,98052,47.632,-122.09200000000001,2410,12350
6732,6732,6787,6979940050,01/01/1970,800000.0,5,2.5,3320,9024,2.0,0,0,3,9,3320,0,1999,0,98075,47.5865,-122.056,3320,7665
6733,6733,6788,1727001300,01/01/1970,1900000.0,4,3.25,4130,112521,2.0,0,0,3,11,4130,0,1978,0,98005,47.6392,-122.165,3140,26147
6734,6734,6789,686100380,01/01/1970,472000.0,5,2.0,2030,9804,1.0,0,0,3,7,1110,920,1963,0,98008,47.6297,-122.11399999999999,1930,7990
6735,6735,6790,4037400280,01/01/1970,502550.0,3,1.75,1770,7875,1.0,0,0,4,7,1170,600,1958,0,98008,47.606,-122.125,1670,8000
6736,6736,6791,8691400010,01/01/1970,830000.0,4,3.25,3330,7809,2.0,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465
6737,6737,6792,1450300050,01/01/1970,224950.0,4,2.5,2260,9686,1.0,0,0,4,7,1520,740,1965,0,98002,47.286,-122.21799999999999,1750,9916
6738,6738,6793,4024101440,01/01/1970,375000.0,3,2.5,1950,6871,2.0,0,0,3,8,1950,0,1997,0,98155,47.7603,-122.307,1950,7663
6739,6739,6794,624100010,01/01/1970,645000.0,3,2.5,2930,19900,1.5,0,0,3,9,2930,0,1983,0,98077,47.7234,-122.066,3160,20492
6740,6740,6795,9523102580,01/01/1970,599000.0,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000
6741,6741,6796,7429000130,01/01/1970,515000.0,4,2.5,2980,12534,2.0,0,0,3,9,2980,0,1996,0,98031,47.3999,-122.211,2630,12534
6742,6742,6797,7335400345,01/01/1970,135000.0,2,1.0,780,6685,1.0,0,0,4,5,780,0,1948,0,98002,47.305,-122.215,880,6695
6743,6743,6798,7215721330,01/01/1970,485000.0,3,2.5,1650,4218,2.0,0,0,3,8,1650,0,2000,0,98075,47.5998,-122.016,1650,4559
6744,6744,6799,3117100130,01/01/1970,890000.0,3,3.25,4030,12765,2.0,0,0,4,9,2800,1230,1975,0,98005,47.6331,-122.166,2670,13447
6745,6745,6800,2868900020,01/01/1970,215000.0,3,1.0,1010,10125,1.0,0,0,4,7,1010,0,1972,0,98042,47.3423,-122.088,1230,10125
6746,6746,6801,5703500130,01/01/1970,299500.0,3,1.0,1190,9600,1.0,0,0,3,7,1190,0,1981,0,98045,47.4805,-121.762,1360,10140
6747,6747,6802,3025059136,01/01/1970,800000.0,2,1.0,1050,8750,1.0,0,0,4,7,1050,0,1951,0,98004,47.6294,-122.215,3360,20115
6748,6748,6803,6679000130,01/01/1970,275000.0,3,2.5,1560,4244,2.0,0,0,3,7,1560,0,2002,0,98038,47.3834,-122.027,1670,4251
6749,6749,6804,4222500020,01/01/1970,256400.0,3,1.5,1490,7800,1.0,0,0,3,7,1010,480,1963,0,98003,47.3431,-122.304,1570,7800
6750,6750,6805,3997500130,01/01/1970,310000.0,2,1.0,770,8149,1.0,0,0,4,6,770,0,1948,0,98155,47.7439,-122.301,820,8149
6751,6751,6806,9834201205,01/01/1970,385000.0,1,1.0,620,5100,1.0,0,0,3,6,620,0,1954,0,98144,47.5699,-122.287,1540,2676
6752,6752,6807,806000020,01/01/1970,203000.0,3,1.5,1200,9120,1.0,0,0,3,7,1000,200,1963,0,98055,47.4545,-122.18700000000001,1640,9200
6753,6753,6808,507100005,01/01/1970,285000.0,4,2.0,2120,6865,1.0,0,0,3,7,1060,1060,1954,0,98133,47.7775,-122.337,1460,7780
6754,6754,6809,8635760480,01/01/1970,473975.0,3,2.5,2330,3610,2.0,0,0,3,8,2330,0,1999,0,98074,47.6022,-122.021,1830,2948
6755,6755,6810,1328330190,01/01/1970,320000.0,3,1.75,2000,9760,1.0,0,0,4,8,1400,600,1978,0,98058,47.4417,-122.134,1890,8089
6756,6756,6811,2919702040,01/01/1970,599000.0,5,2.75,2820,4608,1.0,0,0,3,7,1450,1370,1967,0,98117,47.6886,-122.361,1620,3840
6757,6757,6812,3095000095,01/01/1970,580000.0,3,2.0,2040,4800,1.0,0,0,4,7,1020,1020,1925,0,98126,47.5561,-122.37700000000001,1640,4800
6758,6758,6813,304100010,01/01/1970,269500.0,4,2.25,1700,7056,2.0,0,0,3,7,1700,0,1999,0,98001,47.3385,-122.262,1650,6025
6759,6759,6814,617000089,01/01/1970,274000.0,2,1.0,820,6200,1.0,0,0,4,6,820,0,1954,0,98166,47.4163,-122.34,1410,14000
6760,6760,6815,3582750280,01/01/1970,347000.0,2,1.75,1315,2162,2.0,0,0,4,8,1315,0,1974,0,98028,47.751999999999995,-122.25299999999999,1640,2128
6761,6761,6816,3438500430,01/01/1970,270000.0,3,1.75,1390,10905,1.0,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,10839
6762,6762,6817,8964800225,01/01/1970,1430000.0,3,2.0,1890,12017,1.0,0,2,3,8,1890,0,1949,0,98004,47.6203,-122.21,2000,12210
6763,6763,6818,2013801350,01/01/1970,220000.0,3,1.75,1460,7226,1.0,0,0,3,7,1460,0,1993,0,98198,47.3839,-122.321,1760,7226
6764,6764,6819,1320069163,01/01/1970,243000.0,3,1.0,1480,15416,1.0,0,2,4,8,1480,0,1955,0,98022,47.2142,-121.98700000000001,1190,10758
6765,6765,6820,7549800168,01/01/1970,457500.0,3,1.75,1840,4030,1.0,0,0,5,7,1050,790,1925,0,98108,47.5549,-122.311,1840,5040
6766,6766,6821,3226049466,01/01/1970,340000.0,2,1.75,1880,7208,1.0,0,0,3,7,940,940,1951,0,98115,47.6946,-122.32799999999999,1880,8051
6767,6767,6822,9822700285,01/01/1970,657500.0,4,1.5,1910,5000,1.5,0,0,3,7,1610,300,1912,0,98105,47.6597,-122.29,2170,5000
6768,6768,6823,538000250,01/01/1970,332500.0,4,2.5,2220,4720,2.0,0,0,3,7,2220,0,1998,0,98038,47.3541,-122.024,2090,4717
6769,6769,6824,5702450250,01/01/1970,340000.0,3,2.0,1410,10015,1.0,0,3,3,6,1410,0,1993,0,98045,47.4948,-121.77600000000001,1570,10485
6770,6770,6825,8835900086,01/01/1970,350000.0,4,3.0,3380,16133,1.0,0,1,3,8,2330,1050,1959,0,98118,47.5501,-122.26100000000001,2500,11100
6771,6771,6826,3333002302,01/01/1970,428000.0,4,2.5,1950,5602,1.0,0,0,5,7,1120,830,1966,0,98118,47.5437,-122.291,2000,6050
6772,6772,6827,7787120500,01/01/1970,515055.0,4,2.5,2400,8320,2.0,0,0,3,8,2400,0,1999,0,98045,47.4808,-121.781,2430,9258
6773,6773,6828,8563010420,01/01/1970,450000.0,3,1.75,1560,8968,1.0,0,0,4,8,1560,0,1972,0,98008,47.6243,-122.1,1990,8034
6774,6774,6829,3361400190,01/01/1970,190000.0,3,1.0,1040,8910,1.0,0,0,3,6,1040,0,1943,0,98168,47.5024,-122.32,1330,9720
6775,6775,6830,1024039001,01/01/1970,1000000.0,4,2.75,3090,16538,3.0,0,0,4,8,2590,500,1919,0,98116,47.5803,-122.40299999999999,1500,5130
6776,6776,6831,6806100420,01/01/1970,299000.0,3,2.5,1850,4600,2.0,0,0,3,7,1850,0,2005,0,98058,47.4661,-122.145,2160,4751
6777,6777,6832,3204300225,01/01/1970,508000.0,2,1.0,1200,2500,2.0,0,2,3,7,1090,110,1927,0,98112,47.6304,-122.301,2690,4800
6778,6778,6833,8857640420,01/01/1970,294000.0,4,2.25,2190,3746,2.0,0,0,3,8,2190,0,2005,0,98038,47.3896,-122.03399999999999,2200,3591
6779,6779,6834,4443800130,01/01/1970,320000.0,2,1.0,1380,5820,1.0,0,0,3,7,1380,0,1918,1976,98117,47.6875,-122.39200000000001,1540,4076
6780,6780,6835,3449800290,01/01/1970,641000.0,5,2.75,3710,8674,2.0,0,0,3,9,3710,0,1996,0,98056,47.513999999999996,-122.176,3250,8678
6781,6781,6836,2426059071,01/01/1970,675000.0,3,2.5,2320,98445,1.0,0,0,4,8,1380,940,1978,0,98072,47.7323,-122.116,2830,54014
6782,6782,6837,2618300190,01/01/1970,255000.0,3,1.5,1110,10296,1.0,0,0,5,7,1110,0,1964,0,98042,47.422,-122.15299999999999,1330,10296
6783,6783,6838,6181400920,01/01/1970,286651.0,3,2.5,1830,4997,2.0,0,0,3,7,1830,0,2004,0,98001,47.3035,-122.28299999999999,2488,4998
6784,6784,6839,424069150,01/01/1970,607500.0,4,2.5,2460,45738,1.0,0,0,4,8,1650,810,1969,0,98075,47.5952,-122.056,2550,32040
6785,6785,6840,856000255,01/01/1970,765000.0,3,1.0,1270,6500,1.0,0,0,4,7,1270,0,1956,0,98033,47.6874,-122.214,2260,7200
