,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3567,6402700100,01/01/1970,488250.0,4,2.0,1830,9610,1.0,0,0,3,7,1830,0,1963,0,98033,47.695,-122.176,1970,10754
3568,104530490,01/01/1970,248000.0,4,3.5,1850,6519,2.0,0,0,3,7,1130,720,1986,0,98023,47.3087,-122.354,1280,6664
3569,2487200940,01/01/1970,889000.0,4,3.5,3210,5000,3.0,0,0,3,9,3210,0,2014,0,98136,47.5203,-122.39299999999999,1360,5000
3570,6132600315,01/01/1970,375000.0,1,1.0,1090,5250,1.0,0,0,3,6,980,110,1927,0,98117,47.6999,-122.391,2160,5250
3571,6848200475,01/01/1970,933000.0,3,1.5,1870,3300,2.0,0,2,3,7,1870,0,1906,0,98102,47.6221,-122.325,1820,2460
3572,2141310490,01/01/1970,625000.0,3,2.25,1920,8412,1.0,0,2,3,8,1460,460,1977,0,98006,47.5578,-122.132,2490,8700
3573,7571200110,01/01/1970,328000.0,2,1.0,700,4350,1.0,0,0,3,6,700,0,1943,0,98116,47.5577,-122.391,1620,5100
3574,5072300100,01/01/1970,470000.0,4,2.25,3380,9900,1.0,0,2,4,8,1690,1690,1969,0,98166,47.4438,-122.34,2390,9900
3575,3342103148,01/01/1970,502500.0,5,2.5,2430,6168,2.0,0,0,3,8,2430,0,2007,0,98056,47.5237,-122.199,2150,8400
3576,1770000090,01/01/1970,484000.0,3,1.75,1950,17400,1.0,0,0,3,7,1210,740,1976,0,98072,47.7424,-122.09100000000001,1900,17250
3577,8658303585,01/01/1970,252500.0,2,1.0,900,7500,1.0,0,0,4,6,900,0,1961,0,98014,47.6481,-121.916,1190,10000
3578,1115400090,01/01/1970,610000.0,3,2.5,2060,8893,2.0,0,0,3,8,2060,0,1987,0,98006,47.5615,-122.165,2650,8500
3579,4400800061,01/01/1970,419000.0,4,2.0,2180,10447,1.0,0,0,4,8,1280,900,1969,0,98155,47.7675,-122.279,2190,10987
3580,4137000590,01/01/1970,322500.0,4,2.25,2140,9377,2.0,0,0,4,8,2140,0,1986,0,98092,47.2649,-122.21799999999999,2030,7846
3581,809000945,01/01/1970,563000.0,6,1.0,1730,2760,1.5,0,0,3,7,1250,480,1918,0,98109,47.6342,-122.353,1630,3200
3582,4397000100,01/01/1970,464000.0,4,2.5,3140,12591,2.0,0,0,3,9,3140,0,1993,0,98042,47.3826,-122.146,2650,11720
3583,3426049031,01/01/1970,870000.0,4,4.25,3010,4887,2.0,0,3,4,10,1940,1070,1951,0,98115,47.6933,-122.272,2540,9375
3584,4310702775,01/01/1970,280000.0,2,1.5,800,1196,2.0,0,0,3,8,800,0,2003,0,98103,47.6972,-122.34100000000001,1020,1087
3585,8965450110,01/01/1970,850000.0,3,2.5,3300,11570,2.0,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.12100000000001,3280,11446
3586,2887700805,01/01/1970,458950.0,2,1.0,1530,4370,1.0,0,0,3,7,1130,400,1946,0,98115,47.6888,-122.30799999999999,1580,4275
3587,1446401460,01/01/1970,122000.0,2,1.0,760,5280,1.0,0,0,3,6,760,0,1946,0,98168,47.483000000000004,-122.33,1710,6594
3588,225039175,01/01/1970,525000.0,5,3.0,2450,4591,2.0,0,0,3,7,2450,0,1994,0,98117,47.6828,-122.38799999999999,1060,5500
3589,1151100165,01/01/1970,286300.0,2,1.0,1000,31838,1.0,0,0,3,7,1000,0,1962,0,98045,47.4789,-121.779,1490,39747
3590,4330600301,01/01/1970,218450.0,2,1.0,840,7425,1.0,0,0,4,6,840,0,1952,0,98166,47.4749,-122.339,1300,11674
3591,2767602141,01/01/1970,650000.0,3,1.5,1380,4290,1.0,0,0,3,7,1080,300,1955,0,98107,47.674,-122.37899999999999,1510,3900
3592,2223089048,01/01/1970,356000.0,4,2.0,2020,48693,1.5,0,0,3,7,2020,0,1949,0,98045,47.4646,-121.759,1610,34900
3593,3693900985,01/01/1970,436500.0,2,1.0,1260,5000,1.0,0,0,3,7,1040,220,1951,0,98117,47.6782,-122.397,1510,5000
3594,3574801790,01/01/1970,410000.0,3,1.75,1440,7112,1.0,0,0,3,7,1180,260,1979,0,98034,47.7304,-122.227,1570,9152
3595,2568800121,01/01/1970,512500.0,4,1.75,1540,8311,1.0,0,0,4,7,1540,0,1950,0,98125,47.7046,-122.29299999999999,1890,7996
3596,5249804560,01/01/1970,510000.0,4,1.0,1060,7200,1.0,0,1,3,6,880,180,1925,0,98118,47.5591,-122.26799999999999,1910,7200
3597,7811100100,01/01/1970,566000.0,4,1.75,1900,10297,1.0,0,0,4,8,1900,0,1966,0,98005,47.5944,-122.155,2220,9612
3598,6116500300,01/01/1970,525000.0,3,1.75,2870,26500,1.5,0,1,3,8,2870,0,1948,1981,98166,47.4485,-122.355,2420,20500
3599,2489200165,01/01/1970,435000.0,3,1.0,1050,5500,1.0,0,0,3,6,930,120,1920,0,98126,47.5402,-122.38,1410,5834
3600,425079100,01/01/1970,406500.0,3,2.75,1840,68479,1.0,0,2,3,8,1340,500,1989,0,98014,47.6802,-121.90799999999999,2060,61903
3601,1828001220,01/01/1970,550000.0,5,2.75,3000,9473,1.0,0,0,3,8,1500,1500,1966,0,98052,47.6567,-122.13,2050,8820
3602,5602000025,01/01/1970,251000.0,3,2.0,1200,10212,1.5,0,0,5,6,1200,0,1949,0,98022,47.206,-121.99799999999999,1280,10212
3603,191101015,01/01/1970,830000.0,3,1.5,1840,10125,1.0,0,0,4,8,1220,620,1959,0,98040,47.5607,-122.21700000000001,2320,10160
3604,4249000100,01/01/1970,803000.0,4,2.5,2790,7673,2.0,0,0,3,9,2790,0,1989,0,98052,47.6692,-122.13600000000001,2740,7837
3605,7877400266,01/01/1970,206000.0,3,1.0,970,9360,1.0,0,0,4,5,970,0,1942,0,98002,47.2808,-122.225,1050,11348
3606,7657000165,01/01/1970,200000.0,4,1.0,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467
3607,4302200535,01/01/1970,219000.0,2,1.0,900,5160,1.0,0,0,3,6,900,0,1952,0,98106,47.525,-122.35600000000001,900,5160
3608,369000881,01/01/1970,777000.0,4,4.0,2680,6000,1.0,0,0,3,7,1380,1300,1962,2014,98199,47.6557,-122.38799999999999,1930,6000
3609,7527200110,01/01/1970,593700.0,3,2.5,2000,22000,2.0,0,0,3,8,2000,0,1979,0,98075,47.59,-122.081,2180,19800
3610,1561600025,01/01/1970,712500.0,3,1.5,1660,8797,1.0,0,0,4,7,1660,0,1956,0,98004,47.5892,-122.20200000000001,2350,10053
3611,2813100100,01/01/1970,600000.0,4,1.5,1770,6014,1.5,0,0,4,7,1240,530,1946,0,98116,47.5773,-122.39299999999999,1740,6014
3612,3179100755,01/01/1970,554663.0,3,2.0,1230,6802,1.5,0,0,3,7,1230,0,1940,0,98105,47.6712,-122.279,1850,6398
3613,1422700110,01/01/1970,267000.0,3,1.0,1740,10875,1.0,0,0,4,7,1020,720,1962,0,98188,47.4682,-122.28299999999999,1470,8532
3614,1075100090,01/01/1970,390000.0,3,2.0,1710,8910,1.0,0,0,5,7,1710,0,1953,0,98133,47.7719,-122.338,1430,8493
3615,7338402690,01/01/1970,335000.0,6,2.0,2020,7071,1.0,0,0,3,7,1010,1010,1979,0,98108,47.5329,-122.294,2020,5000
3616,5451210100,01/01/1970,938000.0,4,2.5,2410,9886,1.0,0,0,5,8,1990,420,1975,0,98040,47.5351,-122.223,2530,10658
3617,7523900300,01/01/1970,370000.0,4,2.75,2310,14745,1.0,0,0,3,7,1410,900,1993,0,98198,47.376999999999995,-122.31,2060,9678
3618,7237300090,01/01/1970,335000.0,5,2.5,2400,4548,2.0,0,0,3,7,2400,0,2003,0,98042,47.371,-122.12700000000001,2200,4465
3619,4083303815,01/01/1970,695000.0,5,2.0,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,98103,47.653999999999996,-122.337,1780,4240
3620,6117501015,01/01/1970,387500.0,3,1.0,1560,14333,1.0,0,0,4,7,1560,0,1953,0,98166,47.431999999999995,-122.348,1640,14333
3621,6700390100,01/01/1970,245000.0,3,2.5,1770,6187,2.0,0,0,3,7,1770,0,1992,0,98031,47.4034,-122.189,1650,7200
3622,7334401450,01/01/1970,308550.0,3,2.0,1600,13200,1.0,0,0,3,7,1600,0,1990,0,98045,47.4656,-121.756,1360,11520
3623,8588000315,01/01/1970,225000.0,3,1.75,1330,13102,1.0,0,0,3,7,1330,0,1968,0,98003,47.3172,-122.322,1270,11475
3624,3121500100,01/01/1970,715000.0,4,2.5,2970,29163,2.0,0,0,3,9,2970,0,1993,0,98053,47.6717,-122.025,3100,31105
3625,726049202,01/01/1970,335000.0,3,1.0,1020,10200,1.0,0,0,4,7,1020,0,1954,0,98133,47.7503,-122.348,1170,8188
3626,3629760110,01/01/1970,634000.0,3,2.5,2490,4904,2.0,0,0,3,9,2490,0,2003,0,98029,47.5451,-122.014,2370,4050
3627,8692800025,01/01/1970,337500.0,5,2.0,1700,7314,1.0,0,0,3,7,1000,700,1956,0,98108,47.549,-122.305,2000,7176
3628,4392200165,01/01/1970,440000.0,1,1.0,850,6567,1.0,0,0,4,6,850,0,1940,0,98010,47.327,-122.039,2160,9794
3629,1023089228,01/01/1970,350000.0,3,1.75,1250,13775,1.0,0,2,3,7,1250,0,1990,0,98045,47.4981,-121.772,1260,13707
3630,7625702615,01/01/1970,400000.0,2,1.0,610,4560,1.0,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392
3631,8081030090,01/01/1970,1290000.0,4,3.5,3700,13175,2.0,0,0,4,11,3700,0,1989,0,98006,47.5471,-122.133,3880,15508
3632,2201500490,01/01/1970,435000.0,3,1.0,950,10080,1.0,0,0,4,7,950,0,1954,0,98006,47.571999999999996,-122.139,1060,10000
3633,7853250090,01/01/1970,681000.0,4,2.5,3860,5130,2.0,0,0,3,8,2930,930,2004,0,98065,47.5387,-121.87899999999999,3130,6163
3634,7133300044,01/01/1970,397000.0,3,3.5,1360,1275,2.0,0,0,3,8,1240,120,2007,0,98144,47.5904,-122.315,1360,1275
3635,293700110,01/01/1970,775000.0,4,2.5,3890,34513,2.0,0,0,3,10,3890,0,1996,0,98077,47.7749,-122.04799999999999,3600,28435
3636,4038100110,01/01/1970,480000.0,3,2.25,1680,9090,1.0,0,0,4,7,1130,550,1959,0,98008,47.6068,-122.13,1960,9090
3637,7697870600,01/01/1970,158000.0,3,2.5,1520,7200,2.0,0,0,4,7,1520,0,1985,0,98030,47.3679,-122.182,1780,7210
3638,8847400115,01/01/1970,590000.0,3,2.0,2420,208652,1.5,0,0,3,8,2420,0,2005,0,98010,47.3666,-121.978,3180,212137
3639,7853240100,01/01/1970,772500.0,5,2.75,3890,9130,2.0,0,0,3,9,3890,0,2004,0,98065,47.5407,-121.86,3450,8361
3640,326049058,01/01/1970,464500.0,5,1.5,2940,13425,1.0,0,0,3,8,1470,1470,1955,0,98155,47.7632,-122.29,1580,8200
3641,8732800090,01/01/1970,281000.0,3,1.75,1350,8737,1.0,0,0,3,7,1350,0,1966,0,98188,47.4378,-122.279,1600,8928
3642,2526059086,01/01/1970,620000.0,3,2.25,2190,45738,1.0,0,0,3,8,2190,0,1990,0,98052,47.7108,-122.12,2970,4496
3643,2391600165,01/01/1970,475000.0,3,2.25,2280,5750,1.0,0,1,4,7,1150,1130,1985,0,98116,47.5641,-122.39299999999999,1500,5060
3644,7225000090,01/01/1970,245000.0,2,2.0,1070,4500,1.0,0,0,4,6,910,160,1932,0,98055,47.4896,-122.204,1280,4500
3645,1868901295,01/01/1970,660000.0,5,2.25,2540,3750,1.5,0,0,4,7,1510,1030,1925,0,98115,47.6729,-122.29899999999999,1780,3750
3646,6072100490,01/01/1970,527500.0,4,2.25,2270,8480,1.0,0,0,5,8,1310,960,1973,0,98006,47.5448,-122.17399999999999,1910,9050
3647,2522069064,01/01/1970,135000.0,2,1.0,1220,7250,1.0,0,0,4,6,1220,0,1914,0,98010,47.3585,-121.975,1350,20250
3648,806800090,01/01/1970,275000.0,3,1.75,1890,5000,1.0,0,0,3,7,1890,0,2003,0,98092,47.3357,-122.175,2960,5421
3649,7228500375,01/01/1970,430000.0,4,2.0,1990,4740,1.0,0,0,3,7,1080,910,1926,0,98122,47.6112,-122.303,1560,2370
3650,2891100820,01/01/1970,213500.0,3,1.0,1220,6000,1.0,0,0,4,7,1220,0,1968,0,98002,47.3245,-122.209,1420,6000
3651,8564850300,01/01/1970,535000.0,3,3.0,2640,5978,2.0,0,0,3,9,2640,0,2012,0,98045,47.4759,-121.735,2680,6060
3652,3861400061,01/01/1970,641000.0,3,1.75,1480,9603,1.0,0,0,3,7,1480,0,1952,0,98004,47.5915,-122.20200000000001,2660,10766
3653,3343903647,01/01/1970,436300.0,3,2.0,2320,9420,1.0,0,0,5,7,2320,0,1952,0,98056,47.5133,-122.196,2030,9420
3654,809002680,01/01/1970,1440000.0,4,1.75,2410,6000,1.5,0,0,3,8,2410,0,1911,0,98109,47.6369,-122.355,1280,4000
3655,5450300195,01/01/1970,830000.0,4,2.75,2090,13500,1.0,0,0,4,8,2090,0,1949,0,98040,47.573,-122.225,2130,13500
3656,1231001110,01/01/1970,380000.0,3,1.0,920,3532,1.0,0,0,3,6,920,0,1910,0,98118,47.5539,-122.26799999999999,1250,4000
3657,6303401050,01/01/1970,132500.0,3,0.75,850,8573,1.0,0,0,3,6,600,250,1945,0,98146,47.503,-122.35600000000001,850,8382
3658,1003400245,01/01/1970,179950.0,3,1.0,1130,9907,1.0,0,0,3,7,1130,0,1954,0,98188,47.4362,-122.286,1320,9907
3659,7468900245,01/01/1970,188200.0,3,1.0,1260,7265,1.0,0,0,4,7,1260,0,1954,0,98002,47.2979,-122.22399999999999,940,7200
3660,5021900265,01/01/1970,659000.0,4,2.0,2090,10800,1.0,0,0,4,7,2090,0,1951,0,98040,47.5759,-122.223,2090,10800
3661,8100900015,01/01/1970,317000.0,3,2.0,2020,7260,1.5,0,0,3,7,1180,840,1926,0,98108,47.5496,-122.311,1400,5950
3662,573000490,01/01/1970,625000.0,3,2.25,1970,4564,1.0,0,0,3,8,1470,500,1959,0,98199,47.6703,-122.41,1980,5000
3663,4022900837,01/01/1970,350000.0,3,1.75,1820,9545,1.0,0,0,3,7,1230,590,1976,0,98155,47.7772,-122.296,1790,9530
3664,475001295,01/01/1970,750000.0,3,1.5,1840,5000,1.5,0,0,5,7,1340,500,1915,0,98107,47.6652,-122.36200000000001,1840,5000
3665,5256500025,01/01/1970,457000.0,4,1.75,2100,10358,1.0,0,0,5,8,1280,820,1959,0,98133,47.7478,-122.338,2080,9000
3666,2767601390,01/01/1970,632500.0,4,2.0,1770,5000,2.0,0,0,4,7,1770,0,1906,0,98107,47.6748,-122.38600000000001,1550,5000
3667,6700400110,01/01/1970,223000.0,3,2.0,1110,7231,1.0,0,0,4,7,1110,0,1991,0,98031,47.4036,-122.191,1550,7245
3668,8860300300,01/01/1970,610000.0,4,2.75,2090,8400,1.0,0,0,4,8,1240,850,1976,0,98052,47.6872,-122.12299999999999,2340,9000
3669,3738900165,01/01/1970,385000.0,4,1.75,2080,8215,2.0,0,0,4,7,2080,0,1948,0,98155,47.736999999999995,-122.305,1550,8215
3670,1314300018,01/01/1970,367500.0,3,3.25,1400,1343,2.0,0,0,3,7,1160,240,2005,0,98118,47.5483,-122.277,1400,1326
3671,3992700265,01/01/1970,385100.0,3,1.0,1060,8040,1.0,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620
3672,1105000296,01/01/1970,230000.0,2,1.0,720,5913,1.0,0,0,3,6,720,0,1920,0,98118,47.5447,-122.27,1560,6600
3673,1773100121,01/01/1970,286000.0,3,2.75,1100,750,2.0,0,0,3,7,780,320,2008,0,98106,47.5601,-122.363,1170,4800
3674,7585000110,01/01/1970,201700.0,3,1.0,1010,9576,1.0,0,0,4,7,1010,0,1967,0,98001,47.2956,-122.272,1540,9576
3675,822069112,01/01/1970,1350000.0,4,4.75,5230,89298,2.5,0,0,3,11,5230,0,2002,0,98038,47.4097,-122.06299999999999,4110,107153
3676,5423030300,01/01/1970,525000.0,4,1.75,2420,7672,1.0,0,0,3,8,1480,940,1979,0,98027,47.5637,-122.085,2370,7699
3677,1387301730,01/01/1970,361000.0,3,1.5,1200,7236,1.0,0,0,3,7,1200,0,1975,0,98011,47.739,-122.194,1680,7800
3678,4447300008,01/01/1970,530000.0,3,1.5,1950,1963,3.0,0,0,3,8,1950,0,2002,0,98117,47.6904,-122.397,1590,2028
3679,6413600123,01/01/1970,455000.0,3,2.25,1870,7403,1.0,0,0,3,7,1870,0,1950,0,98125,47.7171,-122.32,1630,7440
3680,3288100100,01/01/1970,421000.0,4,2.25,1310,8400,1.0,0,0,4,7,1310,0,1966,0,98034,47.7317,-122.181,1600,8400
3681,6127600110,01/01/1970,640000.0,4,2.0,1520,6200,1.5,0,0,3,7,1520,0,1945,0,98115,47.678000000000004,-122.26899999999999,1910,6200
3682,3423049165,01/01/1970,240000.0,3,1.0,1270,12733,1.0,0,0,3,7,1270,0,1955,0,98188,47.445,-122.27600000000001,1660,11536
3683,1233100601,01/01/1970,360000.0,2,1.0,840,7414,1.0,0,0,4,6,840,0,1928,0,98033,47.6771,-122.17200000000001,1740,9784
3684,3422059085,01/01/1970,157340.0,2,1.0,900,23000,1.0,0,0,2,7,900,0,1953,0,98042,47.3576,-122.156,1460,8265
3685,9294300600,01/01/1970,1240000.0,4,3.0,3010,6139,2.0,0,4,5,8,2560,450,1950,0,98115,47.6799,-122.26799999999999,2100,6798
3686,7282900025,01/01/1970,250000.0,3,1.0,1050,6874,1.0,0,0,3,6,1050,0,1954,0,98133,47.762,-122.355,1500,8954
3687,2526059076,01/01/1970,735000.0,6,2.75,3360,84506,1.0,0,0,5,7,2040,1320,1962,0,98052,47.715,-122.12100000000001,2190,43124
3688,5451100490,01/01/1970,884900.0,7,4.75,5370,10800,1.5,0,0,3,8,5370,0,1967,0,98040,47.538000000000004,-122.223,2310,10910
3689,126059097,01/01/1970,775000.0,3,3.5,2690,104544,2.0,0,0,3,8,2690,0,1948,1990,98072,47.7717,-122.11200000000001,2300,81698
3690,7739100015,01/01/1970,463000.0,3,1.75,1710,7320,1.0,0,0,3,7,1710,0,1948,0,98155,47.7512,-122.281,2260,8839
3691,9828702251,01/01/1970,579000.0,3,2.5,1640,1269,3.0,0,0,3,8,1640,0,2009,0,98112,47.6197,-122.3,1590,1231
3692,9558040820,01/01/1970,570000.0,6,3.75,4000,6015,2.0,0,2,3,10,3080,920,2004,0,98058,47.453,-122.118,3180,5700
3693,1437580600,01/01/1970,1060000.0,5,4.5,4140,7924,2.0,0,0,3,10,4140,0,2005,0,98074,47.6102,-121.993,3960,8410
3694,5469502460,01/01/1970,375000.0,4,2.75,3140,24800,1.0,0,0,4,8,2080,1060,1971,0,98042,47.3782,-122.161,2850,12900
3695,2919701105,01/01/1970,422000.0,2,1.75,1320,2609,1.0,0,0,4,7,920,400,1938,0,98117,47.6878,-122.366,1200,4220
3696,952003585,01/01/1970,866500.0,4,3.5,3080,4945,2.0,0,0,3,9,2010,1070,2014,0,98126,47.5662,-122.37899999999999,1220,4945
3697,3066400750,01/01/1970,705000.0,3,2.5,2500,10359,2.0,0,0,3,10,2500,0,1986,0,98074,47.6286,-122.051,2580,10142
3698,2607740100,01/01/1970,470000.0,4,2.5,2520,9684,2.0,0,0,3,8,2520,0,1994,0,98045,47.4848,-121.801,2090,10133
3699,793200100,01/01/1970,360000.0,3,1.25,2350,6200,1.0,0,0,4,7,1320,1030,1966,0,98007,47.5979,-122.135,2140,9543
3700,6744700900,01/01/1970,795000.0,4,2.5,2570,13450,1.0,0,4,3,8,1510,1060,1948,0,98155,47.7429,-122.285,3470,12615
3701,1828300100,01/01/1970,800000.0,4,2.5,3100,7807,2.0,0,0,3,9,3100,0,2003,0,98034,47.7151,-122.227,3100,7807
3702,1118000110,01/01/1970,2450000.0,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,0,98112,47.6319,-122.288,3710,8828
3703,9297301015,01/01/1970,277284.0,3,1.75,1030,4800,1.0,0,0,3,6,930,100,1927,0,98126,47.566,-122.37299999999999,1540,4800
3704,585000008,01/01/1970,460000.0,2,1.0,1020,4002,1.0,0,0,5,7,1020,0,1953,0,98116,47.5828,-122.395,1780,5000
3705,4070700300,01/01/1970,898888.0,3,2.5,2080,3729,2.0,0,0,3,9,2080,0,1996,0,98033,47.6731,-122.199,2080,4000
3706,3026079031,01/01/1970,211000.0,3,1.0,1410,47916,1.0,0,0,3,7,1410,0,1981,0,98019,47.7149,-121.96,1810,215622
3707,2781250750,01/01/1970,222000.0,2,2.0,1360,3300,2.0,0,0,3,6,1360,0,2004,0,98038,47.3489,-122.022,1310,3300
3708,203100625,01/01/1970,672000.0,3,2.5,2620,21587,2.0,0,0,3,7,2620,0,1992,0,98053,47.6384,-121.959,2570,23650
3709,687600110,01/01/1970,778000.0,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.18299999999999,3020,35291
3710,2473372250,01/01/1970,312500.0,3,1.75,1490,9493,1.0,0,0,4,8,1490,0,1976,0,98058,47.4514,-122.134,2440,9600
3711,7974700112,01/01/1970,650000.0,4,2.5,2530,6500,1.5,0,0,3,8,1720,810,1975,0,98115,47.6737,-122.28399999999999,2150,5280
3712,2330000015,01/01/1970,740000.0,6,2.25,3140,10250,1.0,0,0,4,8,1570,1570,1959,0,98005,47.6116,-122.169,2320,10250
3713,7230300100,01/01/1970,320000.0,3,2.0,1820,17600,1.0,0,0,5,7,1820,0,1972,0,98059,47.4703,-122.11200000000001,2190,17440
3714,2133010110,01/01/1970,455000.0,4,2.5,1770,13168,2.0,0,0,3,7,1770,0,1990,0,98019,47.7306,-121.96600000000001,2050,14859
3715,4389201250,01/01/1970,2450000.0,5,4.0,4430,9000,2.0,0,0,3,10,4430,0,2013,0,98004,47.6168,-122.21600000000001,2470,9490
3716,3383900057,01/01/1970,500000.0,3,3.25,1490,902,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092
3717,2424410110,01/01/1970,325000.0,3,1.75,1790,27427,1.0,0,0,3,7,1130,660,1978,0,98065,47.532,-121.76100000000001,1610,16684
3718,3126049436,01/01/1970,416000.0,3,2.5,1710,1296,3.0,0,0,3,8,1510,200,2004,0,98103,47.6963,-122.34200000000001,1610,1282
3719,9238500100,01/01/1970,495000.0,4,2.25,2070,20280,2.0,0,0,4,7,2070,0,1968,0,98072,47.773999999999994,-122.134,2190,21560
3720,9828700900,01/01/1970,549000.0,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,1908,0,98112,47.6205,-122.294,1520,4800
3721,686400930,01/01/1970,589000.0,5,2.0,3930,10150,1.5,0,0,4,8,3070,860,1968,0,98008,47.6317,-122.11399999999999,2200,8190
3722,5515600088,01/01/1970,194820.0,3,1.5,1100,32700,1.0,0,0,3,7,1100,0,1967,0,98001,47.3186,-122.289,1616,32700
3723,1254200015,01/01/1970,625000.0,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,0,98117,47.681000000000004,-122.38799999999999,1790,5355
3724,1523049209,01/01/1970,205000.0,3,1.0,1130,7014,1.0,0,0,3,7,1130,0,1954,0,98168,47.4743,-122.274,1440,9350
3725,561000300,01/01/1970,345100.0,3,3.75,1950,8625,1.0,0,0,3,8,1360,590,1959,0,98178,47.505,-122.258,1950,6670
3726,399000195,01/01/1970,200000.0,3,1.0,960,7500,1.0,0,0,3,6,960,0,1953,0,98178,47.4966,-122.255,1250,6000
3727,2540700110,01/01/1970,1910000.0,4,3.5,4210,18564,2.0,0,0,3,11,4210,0,2001,0,98039,47.6206,-122.225,3520,18564
3728,2523089097,01/01/1970,524500.0,3,1.5,3430,264844,1.0,0,2,3,7,2230,1200,1988,0,98045,47.4476,-121.723,1660,145926
3729,3026079055,01/01/1970,598600.0,4,2.75,3470,212639,2.0,0,0,3,7,2070,1400,1993,0,98019,47.7066,-121.96799999999999,2370,233917
3730,1105000011,01/01/1970,367777.0,5,3.0,2140,5937,1.0,0,0,3,7,1280,860,1978,0,98118,47.5459,-122.27,1820,6710
3731,5113400535,01/01/1970,750000.0,3,2.75,2520,5401,1.0,0,0,4,7,1360,1160,1946,0,98119,47.6452,-122.37299999999999,1800,5036
3732,3876301140,01/01/1970,575000.0,5,2.25,3550,7992,2.0,0,0,3,8,3550,0,1968,0,98034,47.7285,-122.179,2110,7992
3733,1523049188,01/01/1970,84000.0,2,1.0,700,20130,1.0,0,0,3,6,700,0,1949,0,98168,47.4752,-122.271,1490,18630
3734,5621100115,01/01/1970,255000.0,2,1.0,740,5000,1.0,0,0,4,6,740,0,1926,0,98118,47.5298,-122.273,1170,4968
3735,4219401080,01/01/1970,1740000.0,4,3.75,3300,4545,1.5,0,4,3,10,2600,700,1926,1999,98105,47.6561,-122.274,3300,5000
3736,2112700600,01/01/1970,415000.0,3,2.25,1640,5880,1.0,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760
3737,3222049112,01/01/1970,449900.0,3,2.5,2780,8225,2.0,0,1,3,9,2780,0,1990,0,98198,47.3509,-122.323,720,9736
3738,622059019,01/01/1970,220000.0,5,1.5,1830,94960,1.5,0,0,3,7,1830,0,1929,0,98031,47.4218,-122.21799999999999,1440,16365
3739,9348700490,01/01/1970,899000.0,4,2.5,3540,9349,2.0,0,0,3,10,3540,0,2003,0,98052,47.7046,-122.10700000000001,3280,7546
3740,9259900025,01/01/1970,430000.0,3,2.5,1440,7320,1.0,0,0,5,7,1440,0,1954,0,98125,47.7179,-122.316,1160,6941
3741,3022059066,01/01/1970,472500.0,4,2.5,2960,223462,2.0,0,0,3,10,2960,0,2001,0,98030,47.3646,-122.211,2770,16482
3742,1777500090,01/01/1970,680000.0,6,2.5,3180,9375,1.0,0,0,4,8,1590,1590,1967,0,98006,47.5707,-122.12899999999999,2670,9625
3743,3885803245,01/01/1970,1650000.0,5,4.0,3310,8400,2.0,0,0,3,10,3310,0,2000,0,98033,47.6914,-122.214,3430,8400
3744,8819901030,01/01/1970,810000.0,3,2.0,2390,8025,2.0,0,0,5,7,2390,0,1921,0,98105,47.6707,-122.288,1920,5350
3745,2623069067,01/01/1970,605000.0,3,2.5,2460,138085,2.0,0,0,4,9,2460,0,1977,0,98027,47.4572,-122.007,2090,219542
3746,8635700025,01/01/1970,522000.0,3,1.75,1630,15600,1.0,0,0,3,7,1630,0,1958,0,98033,47.68,-122.165,1830,10850
3747,98020300,01/01/1970,759000.0,5,2.75,3490,8230,2.0,0,0,3,10,3490,0,2005,0,98075,47.5825,-121.97,3480,7331
3748,7243500025,01/01/1970,411000.0,4,2.75,2500,5257,2.0,0,0,3,8,2500,0,1966,0,98118,47.5293,-122.287,1660,5970
3749,3329510850,01/01/1970,286950.0,4,2.5,2080,9846,1.0,0,0,3,7,1240,840,1984,0,98001,47.3338,-122.26799999999999,1890,7977
3750,9521100855,01/01/1970,440000.0,3,1.5,1290,1286,3.0,0,0,3,7,1290,0,2000,0,98103,47.6617,-122.34899999999999,1720,1286
3751,723049156,01/01/1970,284700.0,3,1.0,1700,8645,1.0,0,0,3,6,1700,0,1955,0,98146,47.4899,-122.337,1500,7980
3752,5130000090,01/01/1970,374950.0,3,2.5,2540,11562,1.0,0,1,3,8,1290,1250,1964,0,98028,47.7614,-122.229,2230,10310
3753,8562400025,01/01/1970,816000.0,3,1.5,1180,8545,1.0,0,0,3,8,1180,0,1952,0,98004,47.623999999999995,-122.2,1660,9000
